Date,Original_ER,Reconstructed_Actual,Reconstructed_Predicted
2015-05-01,3.5983809403010776,3.5983809403010776,3.611385297614043
2015-06-01,3.730368159034036,3.730368159034036,3.6884594909993518
2015-07-01,3.7986565258191978,3.7986565258191978,3.804777720322536
2015-08-01,4.047438121977306,4.047438121977306,3.9548764607123505
2015-09-01,4.301686416972768,4.3016864169727675,4.191524446396601
2015-10-01,4.2364091222936455,4.2364091222936455,4.267129122094793
2015-11-01,4.294580913725353,4.294580913725353,4.249320572661228
2015-12-01,4.275265237559443,4.275265237559443,4.326218078569838
2016-01-01,4.333780947185698,4.333780947185698,4.334596525272799
2016-02-01,4.16338096346174,4.163380963461741,4.260260494502649
2016-03-01,4.045800001724906,4.045800001724906,4.060680745477417
2016-04-01,3.888133321489607,3.888133321489607,3.957095098785836
2016-05-01,4.040404558181763,4.040404558181763,3.979387065448026
2016-06-01,4.060268196192655,4.060268196192656,4.062978343926999
2016-07-01,4.005223773774647,4.005223773774647,4.032911063625347
2016-08-01,4.021360926006151,4.021360926006151,3.9953246368002593
2016-09-01,4.105904535813765,4.105904535813765,4.1038797166838625
2016-10-01,4.171314262208485,4.171314262208485,4.16017066522645
2016-11-01,4.338659113103693,4.338659113103693,4.2670498962205485
2016-12-01,4.456063639033925,4.456063639033925,4.404993729394703
2017-01-01,4.454604539004239,4.454604539004239,4.4444229373482615
2017-02-01,4.440529990196228,4.440529990196228,4.43960798374142
2017-03-01,4.435021752896517,4.435021752896517,4.413134296246069
2017-04-01,4.402674961090088,4.402674961090088,4.398363085463196
2017-05-01,4.314360908840014,4.314360908840014,4.345157595551785
2017-06-01,4.275163607163862,4.275163607163862,4.263012827963703
2017-07-01,4.287228538876488,4.287228538876488,4.281164166293406
2017-08-01,4.281021760857624,4.281021760857624,4.27069276450815
2017-09-01,4.211119038718088,4.211119038718088,4.25101682149004
2017-10-01,4.22634092244235,4.22634092244235,4.222403376029411
2017-11-01,4.164768175645308,4.164768175645308,4.205627095160927
2017-12-01,4.075628553118024,4.075628553118024,4.101108995740373
2018-01-01,3.955613022265227,3.9556130222652266,3.985229749205743
2018-02-01,3.909560000896454,3.9095600008964544,3.8990291311310803
2018-03-01,3.900304545055736,3.9003045450557354,3.8954576323810532
2018-04-01,3.8824237982432046,3.882423798243205,3.886386386378545
2018-05-01,3.9627782365550166,3.9627782365550166,3.924159024203049
2018-06-01,3.993538118544079,3.9935381185440795,4.03505717519686
2018-07-01,4.045445442199707,4.045445442199707,4.028580705986441
2018-08-01,4.088708753171175,4.088708753171175,4.052682667010833
2018-09-01,4.136410021781922,4.136410021781922,4.112539819016467
2018-10-01,4.15511299216229,4.15511299216229,4.177528597212567
2018-11-01,4.180768164721402,4.180768164721402,4.202446837619154
2018-12-01,4.171547639937628,4.171547639937628,4.227491591358152
2019-01-01,4.1149522117946455,4.1149522117946455,4.130397641463622
2019-02-01,4.075430059432984,4.075430059432984,4.071670065645414
2019-03-01,4.0752285321553545,4.0752285321553545,4.080577489971069
2019-04-01,4.112304600802335,4.112304600802335,4.1073591360372514
2019-05-01,4.164086363532326,4.164086363532326,4.14769271003607
2019-06-01,4.156560015678406,4.156560015678406,4.160383290995202
2019-07-01,4.120152141736901,4.120152141736901,4.128793290283309
2019-08-01,4.182181791825728,4.182181791825728,4.178462896505449
2019-09-01,4.181990441821871,4.181990441821871,4.2021587393377695
2019-10-01,4.184556525686513,4.184556525686513,4.204498714223474
2019-11-01,4.155824947357178,4.155824947357178,4.156246773273443
2019-12-01,4.147995406931097,4.147995406931097,4.149039508943706
2020-01-01,4.076495626698369,4.076495626698369,4.105332670407725
2020-02-01,4.154589986801147,4.154589986801147,4.117593373461077
2020-03-01,4.292463627728549,4.292463627728549,4.309955478459599
2020-04-01,4.348963672464544,4.348963672464544,4.3401764317806695
2020-05-01,4.334261939639137,4.334261939639137,4.325374529206199
2020-06-01,4.27504545992071,4.27504545992071,4.2626176908850075
2020-07-01,4.263086982395338,4.263086982395338,4.255755142706784
2020-08-01,4.186785697937012,4.186785697937012,4.226875583982156
2020-09-01,4.147022724151611,4.147022724151611,4.178989814679557
2020-10-01,4.150136319073764,4.150136319073764,4.162656497514316
2020-11-01,4.112357116880871,4.112357116880871,4.1198907521055865
2020-12-01,4.055500030517578,4.055500030517578,4.0615981794721145
2021-01-01,4.034500008537656,4.0345000085376554,4.0449265791039695
2021-02-01,4.042825055122376,4.042825055122376,4.051507758497631
2021-03-01,4.104195656983749,4.104195656983749,4.0437915707127505
2021-04-01,4.122149987654253,4.122149987654253,4.114545719809115
2021-05-01,4.124261969611759,4.124261969611759,4.121795176878016
2021-06-01,4.130909096110951,4.130909096110951,4.127145614766909
2021-07-01,4.196363644166426,4.196363644166425,4.17501120487248
2021-08-01,4.219581820748069,4.219581820748069,4.224229978727516
2021-09-01,4.16375452821905,4.16375452821905,4.182181022977547
